,Easting,Northing,Salazones amphora_ct,Salazones amphora_wt
8936,528987.99,4389843.81,0.0,0.0
8937,528997.26,4389843.56,0.0,0.0
8938,529004.84,4389842.74,0.0,0.0
8939,529013.16,4389838.48,0.0,0.0
8940,529024.29,4389842.53,0.0,0.0
8941,529033.5,4389841.26,0.0,0.0
8942,529045.78,4389841.09,0.0,0.0
8943,529053.91,4389840.93,0.0,0.0
8944,529063.16,4389841.12,0.0,0.0
8945,529071.05,4389842.46,0.0,0.0
8946,529080.33,4389842.09,0.0,0.0
8947,529088.47,4389841.14,0.0,0.0
8948,529095.26,4389842.76,0.0,0.0
8949,529143.22,4389732.54,0.0,0.0
8950,529135.1,4389732.88,0.0,0.0
8951,529126.11,4389731.53,0.0,0.0
8952,529117.91,4389733.58,0.0,0.0
8953,529109.6,4389733.26,0.0,0.0
8954,529101.0,4389732.23,0.0,0.0
8955,529091.14,4389732.47,0.0,0.0
8956,529082.5,4389734.21,0.0,0.0
8957,529072.4,4389734.49,0.0,0.0
8958,529068.38,4389732.97,0.0,0.0
8959,529055.93,4389733.31,0.0,0.0
8960,529048.19,4389730.94,0.0,0.0
8961,529357.11,4389563.03,0.0,0.0
8962,529347.57,4389564.85,0.0,0.0
8963,529337.78,4389563.97,0.0,0.0
8964,529327.48,4389563.64,0.0,0.0
8965,529320.09,4389564.4,0.0,0.0
8966,529309.88,4389567.8,0.0,0.0
8967,529300.03,4389569.02,0.0,0.0
8968,529290.13,4389567.63,0.0,0.0
8969,529282.06,4389562.21,0.0,0.0
8970,529273.13,4389560.88,0.0,0.0
8971,529249.41,4389708.22,0.0,0.0
8972,529252.76,4389707.39,0.0,0.0
8973,529265.84,4389706.39,0.0,0.0
8974,529273.19,4389709.85,0.0,0.0
8975,529285.71,4389707.45,0.0,0.0
8976,529295.02,4389709.9,0.0,0.0
8977,529303.67,4389714.91,0.0,0.0
8978,529312.61,4389715.53,0.0,0.0
8979,529320.96,4389716.23,0.0,0.0
8980,529321.16,4389716.77,0.0,0.0
8981,529331.18,4389717.5,0.0,0.0
8982,529339.51,4389717.33,0.0,0.0
8983,529332.39,4389828.04,0.0,0.0
8984,529328.78,4389828.78,0.0,0.0
8985,529312.49,4389829.88,0.0,0.0
8986,529301.54,4389828.56,0.0,0.0
8987,529291.84,4389828.93,0.0,0.0
8988,529281.94,4389829.2,0.0,0.0
8989,529270.12,4389829.0,0.0,0.0
8990,529258.61,4389831.67,0.0,0.0
8991,529247.06,4389833.5,0.0,0.0
8992,529244.54,4389833.42,0.0,0.0
8993,529227.5,4389833.61,0.0,0.0
8994,529214.77,4389832.0,0.0,0.0
8995,529205.13,4389831.98,0.0,0.0
8996,529194.73,4389833.71,0.0,0.0
8997,529186.65,4389835.63,0.0,0.0
8998,529173.01,4389833.28,0.0,0.0
8999,529160.72,4389834.61,0.0,0.0
9000,529150.61,4389833.05,0.0,0.0
9001,529139.97,4389833.41,0.0,0.0
9002,529175.15,4389543.8,0.0,0.0
9003,529183.59,4389544.62,0.0,0.0
9004,529194.51,4389547.53,0.0,0.0
9005,529205.26,4389546.23,0.0,0.0
9006,529214.07,4389548.41,0.0,0.0
9007,529223.85,4389547.13,0.0,0.0
9008,529233.54,4389547.56,0.0,0.0
9009,529244.64,4389547.9,0.0,0.0
9010,529255.59,4389551.64,0.0,0.0
9011,529264.78,4389553.63,0.0,0.0
9012,529260.29,4389589.15,0.0,0.0
9013,529251.66,4389590.83,0.0,0.0
9014,529238.49,4389589.57,0.0,0.0
9015,529227.89,4389589.71,0.0,0.0
9016,529217.94,4389587.24,0.0,0.0
9017,529207.45,4389584.05,0.0,0.0
9018,529197.31,4389584.17,0.0,0.0
9019,529186.75,4389583.71,0.0,0.0
9020,529172.7,4389579.6,0.0,0.0
9021,529163.71,4389627.18,0.0,0.0
9022,529174.87,4389629.59,0.0,0.0
9023,529185.4,4389632.7,0.0,0.0
9024,529196.09,4389635.41,0.0,0.0
9025,529208.93,4389637.12,0.0,0.0
9026,529215.21,4389638.8,0.0,0.0
9027,529226.57,4389640.88,0.0,0.0
9028,529239.59,4389641.78,0.0,0.0
9029,529249.32,4389639.12,0.0,0.0
9030,529245.65,4389672.38,0.0,0.0
9031,529235.95,4389669.91,0.0,0.0
9032,529225.26,4389667.74,0.0,0.0
9033,529212.95,4389665.49,0.0,0.0
9034,529205.14,4389664.19,0.0,0.0
9035,529192.21,4389660.95,0.0,0.0
9036,529184.83,4389659.24,0.0,0.0
9037,529174.28,4389659.51,0.0,0.0
9038,529165.08,4389657.59,0.0,0.0
9039,529237.64,4389728.45,0.0,0.0
9040,529229.28,4389728.3,0.0,0.0
9041,529218.21,4389728.96,0.0,0.0
9042,529207.74,4389728.94,0.0,0.0
9043,529126.0,4389905.19,0.0,0.0
9044,529117.04,4389903.28,0.0,0.0
9045,529108.16,4389902.01,0.0,0.0
9046,529099.02,4389901.24,0.0,0.0
9047,529089.5,4389898.22,0.0,0.0
9048,529076.29,4389896.13,0.0,0.0
9049,529066.4,4389895.7,0.0,0.0
9050,529056.7,4389894.67,0.0,0.0
9051,529046.44,4389891.27,0.0,0.0
9052,529035.55,4389888.52,0.0,0.0
9053,529025.0,4389887.26,0.0,0.0
9054,529013.2,4389884.3,0.0,0.0
9055,529003.08,4389882.1,0.0,0.0
9056,528993.87,4389881.2,0.0,0.0
9057,528983.02,4389880.96,0.0,0.0
9058,528972.98,4389878.88,0.0,0.0
9059,528960.88,4389878.41,0.0,0.0
9060,528951.37,4389877.73,0.0,0.0
9061,528942.34,4389875.05,0.0,0.0
9062,528944.2,4389854.17,0.0,0.0
9063,528952.25,4389852.09,0.0,0.0
9064,528960.77,4389852.58,0.0,0.0
9065,528970.45,4389853.65,0.0,0.0
9066,528983.28,4389852.31,0.0,0.0
9067,528991.52,4389852.72,0.0,0.0
9068,529000.19,4389851.58,0.0,0.0
9069,529010.36,4389852.55,0.0,0.0
9070,529018.94,4389854.22,0.0,0.0
9071,529025.04,4389854.52,0.0,0.0
9072,529035.14,4389854.68,0.0,0.0
9073,529043.77,4389856.45,0.0,0.0
9074,529053.06,4389855.35,0.0,0.0
9075,529062.67,4389852.74,0.0,0.0
9076,529071.23,4389853.74,0.0,0.0
9077,529080.35,4389853.09,0.0,0.0
9078,529090.01,4389852.49,0.0,0.0
9079,529146.27,4389720.93,0.0,0.0
9080,529139.01,4389720.34,0.0,0.0
9081,529131.5,4389722.33,0.0,0.0
9082,529119.98,4389721.35,0.0,0.0
9083,529111.88,4389719.13,0.0,0.0
9084,529104.55,4389719.2,0.0,0.0
9085,529096.76,4389720.2,0.0,0.0
9086,529084.64,4389721.33,0.0,0.0
9087,529075.81,4389721.56,0.0,0.0
9088,529064.72,4389721.12,0.0,0.0
9089,529050.7,4389719.19,0.0,0.0
9090,529354.23,4389579.39,0.0,0.0
9091,529349.94,4389579.15,0.0,0.0
9092,529341.11,4389577.78,0.0,0.0
9093,529327.05,4389575.4,0.0,0.0
9094,529321.65,4389574.49,0.0,0.0
9095,529315.48,4389573.58,0.0,0.0
9096,529308.79,4389572.55,0.0,0.0
9097,529305.79,4389571.88,0.0,0.0
9098,529298.41,4389571.4,0.0,0.0
9099,529289.33,4389568.37,0.0,0.0
9100,529280.85,4389566.01,0.0,0.0
9101,529249.13,4389695.85,0.0,0.0
9102,529254.35,4389697.54,0.0,0.0
9103,529267.81,4389700.59,0.0,0.0
9104,529271.67,4389700.6,0.0,0.0
9105,529280.07,4389702.74,0.0,0.0
9106,529288.82,4389703.66,0.0,0.0
9107,529297.73,4389705.69,0.0,0.0
9108,529306.56,4389707.73,0.0,0.0
9109,529315.73,4389709.54,0.0,0.0
9110,529324.39,4389712.23,0.0,0.0
9111,529333.8,4389742.12,0.0,0.0
9112,529328.26,4389799.48,0.0,0.0
9113,529318.9,4389800.11,0.0,0.0
9114,529305.96,4389798.4,0.0,0.0
9115,529302.44,4389799.72,0.0,0.0
9116,529289.14,4389799.44,0.0,0.0
9117,529285.28,4389799.76,0.0,0.0
9118,529276.01,4389799.28,0.0,0.0
9119,529267.26,4389800.47,0.0,0.0
9120,529259.28,4389801.0,0.0,0.0
9121,529249.24,4389801.51,0.0,0.0
9122,529241.0,4389802.15,0.0,0.0
9123,529232.51,4389801.45,0.0,0.0
9124,529219.82,4389800.96,0.0,0.0
9125,529216.04,4389801.39,0.0,0.0
9126,529205.92,4389802.13,0.0,0.0
9127,529198.63,4389801.32,0.0,0.0
9128,529189.53,4389802.06,0.0,0.0
9129,529181.38,4389803.92,0.0,0.0
9130,529172.8,4389804.11,0.0,0.0
9131,529164.91,4389801.64,0.0,0.0
9132,529154.88,4389800.93,0.0,0.0
9133,529147.15,4389802.12,0.0,0.0
9134,529168.81,4389564.7,0.0,0.0
9135,529175.59,4389564.95,0.0,0.0
9136,529185.28,4389565.54,0.0,0.0
9137,529195.4,4389567.79,0.0,0.0
9138,529204.22,4389570.05,0.0,0.0
9139,529213.65,4389572.19,0.0,0.0
9140,529224.28,4389573.45,0.0,0.0
9141,529233.28,4389576.15,0.0,0.0
9142,529242.97,4389579.18,0.0,0.0
9143,529250.85,4389582.21,0.0,0.0
9144,529256.28,4389597.44,0.0,0.0
9145,529251.16,4389612.51,0.0,0.0
9146,529243.88,4389609.38,0.0,0.0
9147,529234.53,4389608.79,0.0,0.0
9148,529225.53,4389606.2,0.0,0.0
9149,529215.93,4389604.39,0.0,0.0
9150,529206.24,4389603.24,0.0,0.0
9151,529195.95,4389601.76,0.0,0.0
9152,529190.05,4389598.52,0.0,0.0
9153,529180.02,4389596.7,0.0,0.0
9154,529169.81,4389595.89,0.0,0.0
9155,529164.5,4389616.84,0.0,0.0
9156,529166.39,4389638.16,0.0,0.0
9157,529175.65,4389640.42,0.0,0.0
9158,529184.3,4389642.34,0.0,0.0
9159,529200.09,4389643.17,0.0,0.0
9160,529204.29,4389643.63,0.0,0.0
9161,529212.94,4389647.33,0.0,0.0
9162,529222.02,4389649.36,0.0,0.0
9163,529231.37,4389650.17,0.0,0.0
9164,529240.8,4389652.32,0.0,0.0
9165,529244.65,4389678.75,0.0,0.0
9166,529239.45,4389691.71,0.0,0.0
9167,529226.94,4389688.44,0.0,0.0
9168,529222.31,4389687.54,0.0,0.0
9169,529209.19,4389685.27,0.0,0.0
9170,529204.99,4389684.48,0.0,0.0
9171,529196.59,4389681.89,0.0,0.0
9172,529187.25,4389679.75,0.0,0.0
9173,529177.47,4389678.6,0.0,0.0
9174,529165.39,4389676.67,0.0,0.0
9175,529159.47,4389675.98,0.0,0.0
9176,529129.19,4389878.53,0.0,0.0
9177,529125.18,4389872.85,0.0,0.0
9178,529115.5,4389869.15,0.0,0.0
9179,529107.86,4389871.12,0.0,0.0
9180,529102.77,4389856.89,0.0,0.0
9181,529106.51,4389842.7,0.0,0.0
9182,529115.18,4389841.51,0.0,0.0
9183,529123.06,4389842.88,0.0,0.0
9184,529130.48,4389832.92,0.0,0.0
9185,529130.26,4389822.48,0.0,0.0
9186,529122.28,4389823.34,0.0,0.0
9187,529113.45,4389822.42,0.0,0.0
9188,529107.91,4389812.41,0.0,0.0
9189,529112.24,4389802.99,0.0,0.0
9190,529121.07,4389802.8,0.0,0.0
9191,529130.77,4389801.95,0.0,0.0
9192,529136.64,4389792.43,0.0,0.0
9193,529133.33,4389781.54,0.0,0.0
9194,529124.76,4389781.29,0.0,0.0
9195,529115.49,4389781.03,0.0,0.0
9196,529111.77,4389766.25,0.0,0.0
9197,529116.54,4389752.73,0.0,0.0
9198,529125.3,4389751.99,0.0,0.0
9199,529133.02,4389751.02,0.0,0.0
9200,529105.97,4389781.66,0.0,0.0
9201,529100.13,4389782.41,0.0,0.0
9202,529092.15,4389782.83,0.0,0.0
9203,529082.37,4389782.57,0.0,0.0
9204,529074.65,4389782.87,0.0,0.0
9205,529065.22,4389782.06,0.0,0.0
9206,529055.77,4389783.91,0.0,0.0
9207,529048.65,4389786.1,0.0,0.0
9208,529040.07,4389784.85,0.0,0.0
9209,529032.61,4389784.38,0.0,0.0
9210,529024.04,4389782.57,0.0,0.0
9211,529016.4,4389782.54,0.0,0.0
9212,529006.71,4389782.62,0.0,0.0
9213,528997.69,4389784.58,0.0,0.0
9214,528990.15,4389784.33,0.0,0.0
9215,528980.03,4389783.07,0.0,0.0
9216,528970.08,4389783.03,0.0,0.0
9217,528960.81,4389783.33,0.0,0.0
9218,529344.74,4389589.26,0.0,0.0
9219,529335.26,4389589.23,0.0,0.0
9220,529327.48,4389586.5,0.0,0.0
9221,529316.7,4389585.69,0.0,0.0
9222,529304.88,4389585.14,0.0,0.0
9223,529297.01,4389582.96,0.0,0.0
9224,529288.53,4389580.35,0.0,0.0
9225,529275.91,4389578.09,0.0,0.0
9226,529244.38,4389724.92,0.0,0.0
9227,529255.1,4389724.49,0.0,0.0
9228,529264.21,4389725.64,0.0,0.0
9229,529265.82,4389725.19,0.0,0.0
9230,529274.51,4389725.77,0.0,0.0
9231,529284.19,4389723.56,0.0,0.0
9232,529294.28,4389726.3,0.0,0.0
9233,529305.44,4389724.02,0.0,0.0
9234,529315.31,4389725.65,0.0,0.0
9235,529324.75,4389725.93,0.0,0.0
9236,529333.6,4389726.28,0.0,0.0
9237,529339.98,4389729.11,0.0,0.0
9238,529331.32,4389819.28,0.0,0.0
9239,529333.79,4389823.56,0.0,0.0
9240,529323.04,4389818.84,0.0,0.0
9241,529312.32,4389820.18,0.0,0.0
9242,529302.3,4389818.65,0.0,0.0
9243,529293.99,4389820.08,0.0,0.0
9244,529286.78,4389817.95,0.0,0.0
9245,529276.69,4389821.01,0.0,0.0
9246,529266.75,4389822.41,0.0,0.0
9247,529259.13,4389822.98,0.0,0.0
9248,529259.22,4389822.89,0.0,0.0
9249,529246.25,4389822.5,0.0,0.0
9250,529232.8,4389823.27,0.0,0.0
9251,529222.22,4389824.45,0.0,0.0
9252,529215.62,4389822.38,0.0,0.0
9253,529203.69,4389822.24,0.0,0.0
9254,529203.24,4389822.26,0.0,0.0
9255,529193.06,4389821.52,0.0,0.0
9256,529183.49,4389822.55,0.0,0.0
9257,529171.32,4389822.18,0.0,0.0
9258,529163.11,4389821.74,0.0,0.0
9259,529150.38,4389820.22,0.0,0.0
9260,529139.28,4389820.83,0.0,0.0
9261,529358.93,4389545.87,0.0,0.0
9262,529349.17,4389546.45,0.0,0.0
9263,529339.61,4389545.13,0.0,0.0
9264,529329.99,4389545.3,0.0,0.0
9265,529330.2,4389544.38,0.0,0.0
9266,529311.25,4389547.1,0.0,0.0
9267,529300.85,4389547.65,0.0,0.0
9268,529291.15,4389545.09,0.0,0.0
9269,529281.92,4389543.5,0.0,0.0
9270,529278.9,4389542.59,0.0,0.0
9271,529250.93,4389674.54,0.0,0.0
9272,529254.89,4389677.57,0.0,0.0
9273,529270.35,4389681.21,0.0,0.0
9274,529278.84,4389682.28,0.0,0.0
9275,529289.5,4389683.02,0.0,0.0
9276,529299.78,4389686.01,0.0,0.0
9277,529310.15,4389690.14,0.0,0.0
9278,529318.25,4389687.1,0.0,0.0
9279,529332.11,4389686.81,0.0,0.0
9280,529341.64,4389691.56,0.0,0.0
9281,529338.22,4389746.53,0.0,0.0
9282,529329.05,4389748.07,0.0,0.0
9283,529321.18,4389751.08,0.0,0.0
9284,529326.94,4389851.33,0.0,0.0
9285,529315.08,4389850.41,0.0,0.0
9286,529306.67,4389853.72,0.0,0.0
9287,529298.48,4389850.96,0.0,0.0
9288,529288.42,4389852.46,0.0,0.0
9289,529278.08,4389852.82,0.0,0.0
9290,529269.28,4389854.16,0.0,0.0
9291,529258.18,4389852.99,0.0,0.0
9292,529247.88,4389855.0,0.0,0.0
9293,529236.79,4389855.12,0.0,0.0
9294,529227.64,4389852.97,0.0,0.0
9295,529218.88,4389854.79,0.0,0.0
9296,529208.43,4389854.28,0.0,0.0
9297,529199.19,4389851.74,0.0,0.0
9298,529188.61,4389852.72,0.0,0.0
9299,529179.78,4389855.45,0.0,0.0
9300,529168.85,4389854.72,0.0,0.0
9301,529158.3,4389853.47,0.0,0.0
9302,529148.06,4389853.98,0.0,0.0
9303,529142.4,4389851.69,0.0,0.0
9304,529322.28,4389890.09,0.0,0.0
9305,529312.52,4389888.94,0.0,0.0
9306,529303.32,4389888.58,0.0,0.0
9307,529293.31,4389890.48,0.0,0.0
9308,529283.63,4389889.79,0.0,0.0
9309,529284.98,4389891.02,0.0,0.0
9310,529265.83,4389890.8,0.0,0.0
9311,529256.52,4389890.13,0.0,0.0
9312,529248.98,4389891.82,0.0,0.0
9313,529237.4,4389894.4,0.0,0.0
9314,529226.72,4389893.24,0.0,0.0
9315,529218.61,4389892.51,0.0,0.0
9316,529211.11,4389888.01,0.0,0.0
9317,529200.75,4389887.79,0.0,0.0
9318,529192.65,4389889.65,0.0,0.0
9319,529182.66,4389889.36,0.0,0.0
9320,529172.36,4389889.8,0.0,0.0
9321,529162.41,4389891.29,0.0,0.0
9322,529154.26,4389891.4,0.0,0.0
9323,529145.33,4389889.44,0.0,0.0
9324,529134.62,4389891.37,0.0,0.0
9325,529129.6,4389930.06,0.0,0.0
9326,529138.69,4389930.59,0.0,0.0
9327,529147.16,4389932.66,0.0,0.0
9328,529156.1,4389933.67,0.0,0.0
9329,529164.01,4389930.27,0.0,0.0
9330,529172.55,4389928.76,0.0,0.0
9331,529183.84,4389929.48,0.0,0.0
9332,529191.48,4389930.89,0.0,0.0
9333,529202.06,4389928.43,0.0,0.0
9334,529208.07,4389932.07,0.0,0.0
9335,529217.72,4389930.22,0.0,0.0
9336,529227.99,4389932.13,0.0,0.0
9337,529237.85,4389932.81,0.0,0.0
9338,529247.54,4389931.41,0.0,0.0
9339,529260.53,4389932.63,0.0,0.0
9340,529270.95,4389930.79,0.0,0.0
9341,529281.57,4389930.23,0.0,0.0
9342,529291.02,4389928.54,0.0,0.0
9343,529300.92,4389928.37,0.0,0.0
9344,529150.91,4389720.35,0.0,0.0
9345,529160.36,4389720.02,0.0,0.0
9346,529170.16,4389719.89,0.0,0.0
9347,529181.71,4389720.62,0.0,0.0
9348,529192.24,4389719.73,0.0,0.0
9349,529128.58,4389910.71,0.0,0.0
9350,529117.6,4389912.03,0.0,0.0
9351,529109.21,4389910.49,0.0,0.0
9352,529099.55,4389910.08,0.0,0.0
9353,529089.9,4389911.13,0.0,0.0
9354,529080.9,4389909.91,0.0,0.0
9355,529072.27,4389909.57,0.0,0.0
9356,529061.51,4389907.17,0.0,0.0
9357,529051.3,4389906.27,0.0,0.0
9358,529041.57,4389906.9,0.0,0.0
9359,529028.53,4389904.32,0.0,0.0
9360,529018.11,4389902.99,0.0,0.0
9361,529009.56,4389901.89,0.0,0.0
9362,529000.35,4389901.24,0.0,0.0
9363,528990.6,4389900.96,0.0,0.0
9364,528979.8,4389899.08,0.0,0.0
9365,528970.0,4389900.63,0.0,0.0
9366,528958.95,4389899.75,0.0,0.0
9367,528949.14,4389900.53,0.0,0.0
9368,528940.12,4389899.85,0.0,0.0
9369,528944.83,4389833.42,0.0,0.0
9370,528953.86,4389832.81,0.0,0.0
9371,528965.68,4389832.88,0.0,0.0
9372,528975.88,4389833.61,0.0,0.0
9373,528984.23,4389831.87,0.0,0.0
9374,528993.47,4389833.15,0.0,0.0
9375,529003.71,4389833.69,0.0,0.0
9376,529012.66,4389834.16,0.0,0.0
9377,529022.3,4389834.45,0.0,0.0
9378,529032.03,4389833.67,0.0,0.0
9379,529042.11,4389832.91,0.0,0.0
9380,529051.61,4389834.63,0.0,0.0
9381,529059.52,4389834.11,0.0,0.0
9382,529069.54,4389832.84,0.0,0.0
9383,529079.36,4389834.58,0.0,0.0
9384,529089.66,4389832.82,0.0,0.0
9385,529098.72,4389834.77,0.0,0.0
9386,529105.38,4389771.05,0.0,0.0
9387,529098.39,4389772.79,0.0,0.0
9388,529089.52,4389772.29,0.0,0.0
9389,529079.59,4389771.89,0.0,0.0
9390,529068.29,4389774.63,0.0,0.0
9391,529058.0,4389776.31,0.0,0.0
9392,529047.5,4389775.98,0.0,0.0
9393,529039.35,4389775.29,0.0,0.0
9394,529029.84,4389776.32,0.0,0.0
9395,529020.12,4389777.56,0.0,0.0
9396,529011.32,4389774.87,0.0,0.0
9397,529000.52,4389773.96,0.0,0.0
9398,528991.84,4389773.96,0.0,0.0
9399,528982.88,4389774.22,0.0,0.0
9400,528973.31,4389774.23,0.0,0.0
9401,528964.36,4389774.55,0.0,0.0
9402,528954.9,4389773.16,0.0,0.0
9403,528951.03,4389772.42,0.0,0.0
9404,529053.1,4389694.85,0.0,0.0
9405,529061.94,4389694.02,0.0,0.0
9406,529072.23,4389693.23,0.0,0.0
9407,529080.04,4389693.35,0.0,0.0
9408,529089.43,4389692.9,0.0,0.0
9409,529101.03,4389692.97,0.0,0.0
9410,529113.5,4389694.67,0.0,0.0
9411,529122.88,4389695.87,0.0,0.0
9412,529133.89,4389694.96,0.0,0.0
9413,529145.6,4389695.09,0.0,0.0
9414,529151.03,4389695.63,0.0,0.0
9415,529350.2,4389608.45,0.0,0.0
9416,529343.32,4389608.85,0.0,0.0
9417,529333.42,4389605.48,0.0,0.0
9418,529324.2,4389604.94,0.0,0.0
9419,529315.51,4389606.64,0.0,0.0
9420,529307.79,4389602.35,0.0,0.0
9421,529299.41,4389601.67,0.0,0.0
9422,529290.67,4389596.38,0.0,0.0
9423,529283.3,4389596.33,0.0,0.0
9424,529274.09,4389594.68,0.0,0.0
9425,529267.92,4389588.63,0.0,0.0
9426,529257.83,4389653.51,0.0,0.0
9427,529266.9,4389656.66,0.0,0.0
9428,529275.56,4389658.73,0.0,0.0
9429,529285.63,4389659.7,0.0,0.0
9430,529294.31,4389662.9,0.0,0.0
9431,529304.79,4389663.92,0.0,0.0
9432,529313.51,4389666.11,0.0,0.0
9433,529323.51,4389668.16,0.0,0.0
9434,529332.38,4389668.12,0.0,0.0
9435,529342.34,4389671.42,0.0,0.0
9436,529336.07,4389768.74,0.0,0.0
9437,529325.81,4389768.79,0.0,0.0
9438,529316.09,4389767.12,0.0,0.0
9439,529307.38,4389769.1,0.0,0.0
9440,529292.99,4389766.51,0.0,0.0
9441,529284.15,4389769.62,0.0,0.0
9442,529275.07,4389770.33,0.0,0.0
9443,529264.42,4389772.06,0.0,0.0
9444,529253.1,4389771.04,0.0,0.0
9445,529243.25,4389772.33,0.0,0.0
9446,529233.5,4389772.25,0.0,0.0
9447,529220.88,4389773.9,0.0,0.0
9448,529210.11,4389773.33,0.0,0.0
9449,529198.86,4389772.54,0.0,0.0
9450,529186.84,4389772.76,0.0,0.0
9451,529176.7,4389772.17,0.0,0.0
9452,529165.59,4389771.83,0.0,0.0
9453,529154.83,4389772.39,0.0,0.0
9454,529144.75,4389770.91,0.0,0.0
9455,529320.38,4389910.89,0.0,0.0
9456,529310.54,4389911.27,0.0,0.0
9457,529300.39,4389909.43,0.0,0.0
9458,529289.36,4389909.18,0.0,0.0
9459,529279.98,4389910.09,0.0,0.0
9460,529270.41,4389911.32,0.0,0.0
9461,529258.7,4389910.57,0.0,0.0
9462,529249.36,4389910.04,0.0,0.0
9463,529239.11,4389910.31,0.0,0.0
9464,529232.18,4389911.3,0.0,0.0
9465,529221.84,4389911.6,0.0,0.0
9466,529211.63,4389908.95,0.0,0.0
9467,529199.3,4389911.04,0.0,0.0
9468,529190.0,4389910.56,0.0,0.0
9469,529178.48,4389908.2,0.0,0.0
9470,529173.02,4389910.47,0.0,0.0
9471,529159.28,4389910.48,0.0,0.0
9472,529150.27,4389910.4,0.0,0.0
9473,529141.17,4389910.22,0.0,0.0
9474,529131.12,4389911.53,0.0,0.0
9475,529128.44,4389940.58,0.0,0.0
9476,529137.96,4389942.48,0.0,0.0
9477,529148.4,4389943.24,0.0,0.0
9478,529156.32,4389941.61,0.0,0.0
9479,529167.93,4389941.81,0.0,0.0
9480,529175.84,4389940.04,0.0,0.0
9481,529186.64,4389942.58,0.0,0.0
9482,529195.81,4389942.53,0.0,0.0
9483,529205.88,4389946.36,0.0,0.0
9484,529214.82,4389945.32,0.0,0.0
9485,529226.81,4389944.69,0.0,0.0
9486,529236.59,4389941.01,0.0,0.0
9487,529247.36,4389939.91,0.0,0.0
9488,529260.24,4389938.57,0.0,0.0
9489,529269.99,4389937.56,0.0,0.0
9490,529280.19,4389935.59,0.0,0.0
9491,529121.55,4389954.64,0.0,0.0
9492,529111.5,4389953.66,0.0,0.0
9493,529102.27,4389951.2,0.0,0.0
9494,529091.8,4389947.76,0.0,0.0
9495,529082.37,4389947.46,0.0,0.0
9496,529072.62,4389942.93,0.0,0.0
9497,529062.0,4389939.51,0.0,0.0
9498,529050.5,4389938.16,0.0,0.0
9499,529043.69,4389935.22,0.0,0.0
9500,529032.92,4389934.57,0.0,0.0
9501,529019.51,4389932.72,0.0,0.0
9502,529009.39,4389932.67,0.0,0.0
9503,529000.34,4389932.24,0.0,0.0
9504,528988.25,4389930.28,0.0,0.0
9505,528979.17,4389930.52,0.0,0.0
9506,528967.23,4389931.24,0.0,0.0
9507,528958.85,4389929.58,0.0,0.0
9508,528949.9,4389932.31,0.0,0.0
9509,528938.88,4389929.66,0.0,0.0
9510,528950.46,4389816.93,0.0,0.0
9511,528958.13,4389814.27,0.0,0.0
9512,528967.23,4389815.26,0.0,0.0
9513,528977.84,4389813.45,0.0,0.0
9514,528986.91,4389811.18,0.0,0.0
9515,528999.45,4389815.09,0.0,0.0
9516,529010.96,4389813.67,0.0,0.0
9517,529021.32,4389812.62,0.0,0.0
9518,529033.5,4389814.11,0.0,0.0
9519,529042.54,4389814.28,0.0,0.0
9520,529055.02,4389814.26,0.0,0.0
9521,529067.44,4389812.4,0.0,0.0
9522,529079.79,4389812.57,0.0,0.0
9523,529090.22,4389812.4,0.0,0.0
9524,529100.39,4389814.99,0.0,0.0
9525,529102.78,4389752.01,0.0,0.0
9526,529092.18,4389751.73,0.0,0.0
9527,529080.86,4389754.53,0.0,0.0
9528,529070.22,4389753.89,0.0,0.0
9529,529062.9,4389752.04,0.0,0.0
9530,529050.38,4389752.96,0.0,0.0
9531,529038.06,4389752.14,0.0,0.0
9532,529026.87,4389755.53,0.0,0.0
9533,529014.91,4389755.53,0.0,0.0
9534,529003.95,4389756.79,0.0,0.0
9535,528993.23,4389760.49,0.0,0.0
9536,528980.08,4389756.92,0.0,0.0
9537,528969.71,4389756.04,0.0,0.0
9538,528956.96,4389756.16,0.0,0.0
9539,529339.26,4389680.21,0.0,0.0
9540,529345.4,4389622.75,0.0,0.0
9541,529327.74,4389619.46,0.0,0.0
9542,529324.92,4389617.68,0.0,0.0
9543,529310.77,4389615.29,0.0,0.0
9544,529305.97,4389614.94,0.0,0.0
9545,529290.28,4389611.88,0.0,0.0
9546,529285.65,4389610.87,0.0,0.0
9547,529270.22,4389607.59,0.0,0.0
9548,529258.42,4389642.95,0.0,0.0
9549,529269.91,4389644.21,0.0,0.0
9550,529275.32,4389644.9,0.0,0.0
9551,529285.69,4389647.16,0.0,0.0
9552,529301.11,4389651.1,0.0,0.0
9553,529312.09,4389652.59,0.0,0.0
9554,529322.38,4389653.85,0.0,0.0
9555,529327.61,4389654.87,0.0,0.0
9556,529336.79,4389655.01,0.0,0.0
9557,529335.79,4389759.67,0.0,0.0
9558,529329.78,4389759.87,0.0,0.0
9559,529313.99,4389761.14,0.0,0.0
9560,529304.39,4389759.66,0.0,0.0
9561,529292.72,4389760.5,0.0,0.0
9562,529281.65,4389760.02,0.0,0.0
9563,529271.53,4389759.42,0.0,0.0
9564,529265.53,4389760.07,0.0,0.0
9565,529245.96,4389761.21,0.0,0.0
9566,529240.3,4389760.75,0.0,0.0
9567,529219.63,4389760.78,0.0,0.0
9568,529215.08,4389762.21,0.0,0.0
9569,529202.38,4389762.82,0.0,0.0
